TreatmentGroup,Generations,AlleleDistrobution,PopulationSize,Number of alleles,RealNumberOfLoci,EstimatedNumberOfLoci,Fis,AverageShanPerIndi-1Hi,TotalShanOfPop-1Hs,Average1HiOver1Hs,AverageHighestAlleleCountPerIndividual,VarOfIndiSHAN,Number of Fixed loci,AverageRichPerIndi-0Hi,TotalRichOfPop-0Hs,VarOfIndiRICH,AverageHetPerIndi-2Hi,TotalHetOfPop-2Hs,VarOfIndiHET,EyePRime,Pee,Eye,Ell,Ohh,LOC OR AL,IndiEveness,PopEveness,Fis,Sis
MS 3 Loci,10,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",40,10,3,3,-0.037989063,1.37281366,2.047922636,0.670344492,2.35,0.051133935,ERROR with this fucntion atm,-3.35,9,0.6275,0.716666667,0.851388889,0.005987654,"[0.10000000000000024, '9', '4.35', 3.0, '0.4833333333333333']",,,,,9,0.624794422,0.932049758,-0.037989063,0.329655508
MS 3 Loci,10,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",40,10,3,3,0.072224204,1.279091136,2.083508293,0.613912188,2.45,0.140297103,ERROR with this fucntion atm,-3.025,10,1.524375,0.683333333,0.855347222,0.01808642,"[0.31666666666666643, '10', '4.025', 3.0, '0.4025']",,,,,10,0.555502222,0.904856155,0.072224204,0.386087812
MS 3 Loci,10,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",40,10,3,3,-0.004861602,1.267425757,2.035369252,0.622700651,2.475,0.10691563,ERROR with this fucntion atm,-2.95,10,1.2475,0.684722222,0.840520833,0.01271412,"[0.36666666666666653, '10', '3.95', 3.0, '0.395']",,,,,10,0.550436013,0.883949635,-0.004861602,0.377299349
MS 3 Loci,10,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",40,10,3,3,-0.052724686,1.484090714,2.132200646,0.696037081,1.925,0.051702368,ERROR with this fucntion atm,-3.725,10,0.849375,0.754166667,0.8709375,0.003840664,"[-0.14999999999999977, '10', '4.725', 3.0, '0.4725']",,,,,10,0.644532408,0.926002975,-0.052724686,0.303962919
MS 3 Loci,10,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",40,10,3,3,0.046030961,1.411944345,1.999059686,0.706304246,1.95,0.064343131,ERROR with this fucntion atm,-3.4,10,1.04,0.7375,0.836736111,0.005244985,"[0.06666666666666643, '10', '4.4', 3.0, '0.44000000000000006']",,,,,10,0.613199638,0.868180591,0.046030961,0.293695754
MS 3 Loci,10,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",40,10,3,3,0.054148564,1.392435465,1.85959589,0.748783901,1.8,0.087382039,ERROR with this fucntion atm,-3.3,9,1.61,0.734722222,0.808576389,0.005322145,"[0.13333333333333344, '9', '4.3', 3.0, '0.47777777777777775']",,,,,9,0.63372469,0.846338563,0.054148564,0.251216099
MS 3 Loci,10,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",40,10,3,3,-0.06730213,1.520276824,2.048400938,0.742177371,1.8,0.047745018,ERROR with this fucntion atm,-3.825,10,0.894375,0.768055556,0.856909722,0.002760417,"[-0.21666666666666679, '10', '4.825', 3.0, '0.48250000000000004']",,,,,10,0.660247835,0.889609224,-0.06730213,0.257822629
MS 3 Loci,10,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",40,10,3,3,0.063080593,1.443005678,2.178483124,0.662390111,1.8,0.062080329,ERROR with this fucntion atm,-3.5,10,1.15,0.748611111,0.879236111,0.003701775,"[0.0, '10', '4.5', 3.0, '0.45']",,,,,10,0.626689403,0.9461032,0.063080593,0.337609889
MS 3 Loci,10,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",40,10,3,3,-0.072403751,1.453029381,2.091518517,0.694724608,2,0.052186581,ERROR with this fucntion atm,-3.6,9,0.84,0.745833333,0.865972222,0.003994985,"[-0.06666666666666643, '9', '4.6', 3.0, '0.5111111111111111']",,,,,9,0.66130217,0.951891098,-0.072403751,0.305275392
MS 3 Loci,10,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",40,10,3,3,0.020210127,1.446601704,2.032257878,0.711819952,1.925,0.050438492,ERROR with this fucntion atm,-3.525,10,0.899375,0.748611111,0.848472222,0.003238812,"[-0.016666666666666902, '10', '4.525', 3.0, '0.4525']",,,,,10,0.628251138,0.882598382,0.020210127,0.288180048
MS 3 Loci,10,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",40,10,3,3,-0.007814297,1.316580145,1.893816922,0.695199272,2.225,0.091721904,ERROR with this fucntion atm,-3.1,9,1.19,0.702777778,0.8240625,0.010270062,"[0.2666666666666669, '9', '4.1', 3.0, '0.4555555555555555']",,,,,9,0.599201447,0.861913225,-0.007814297,0.304800728
MS 3 Loci,10,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",40,10,3,3,0.15546864,1.211843693,1.924720445,0.629620627,2.5,0.088277773,ERROR with this fucntion atm,-2.725,10,0.999375,0.669444444,0.813506944,0.011412037,"[0.5166666666666666, '10', '3.725', 3.0, '0.3725']",,,,,10,0.526297029,0.835895469,0.15546864,0.370379373
MS 3 Loci,10,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",40,10,3,3,0.091754456,1.361374132,2.110166467,0.645150112,2.1,0.088518217,ERROR with this fucntion atm,-3.225,10,1.324375,0.720833333,0.866701389,0.008099923,"[0.18333333333333357, '10', '4.225', 3.0, '0.4225']",,,,,10,0.591237273,0.916433653,0.091754456,0.354849888
MS 3 Loci,10,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",40,10,3,3,0.049449322,1.14241605,1.739389453,0.656791409,2.675,0.10186828,ERROR with this fucntion atm,-2.525,10,1.099375,0.643055556,0.779375,0.013254244,"[0.65, '10', '3.525', 3.0, '0.3525']",,,,,10,0.496144986,0.755407241,0.049449322,0.343208591
MS 3 Loci,10,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",40,10,3,3,0.131424101,1.219035745,1.841561021,0.661957834,2.425,0.119872667,ERROR with this fucntion atm,-2.75,9,1.0875,0.666666667,0.818784722,0.027006173,"[0.5, '9', '3.75', 3.0, '0.4166666666666667']",,,,,9,0.554807077,0.83813054,0.131424101,0.338042166
MS 3 Loci,10,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",40,10,3,3,0.022050514,1.260885156,1.954919584,0.644980574,2.575,0.16412189,ERROR with this fucntion atm,-3.075,10,1.469375,0.661111111,0.820729167,0.033148148,"[0.2833333333333332, '10', '4.075', 3.0, '0.40750000000000003']",,,,,10,0.547595465,0.849010788,0.022050514,0.355019426
MS 3 Loci,10,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",40,10,3,3,0.01950341,1.468290785,2.018992006,0.727239524,1.85,0.074203299,ERROR with this fucntion atm,-3.625,9,1.234375,0.752777778,0.850590278,0.00570216,"[-0.08333333333333333, '9', '4.625', 3.0, '0.5138888888888888']",,,,,9,0.668247934,0.918882861,0.01950341,0.272760476
MS 3 Loci,10,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",40,10,3,3,-0.041588916,1.281809861,1.827537989,0.701386165,2.475,0.069796929,ERROR with this fucntion atm,-3,10,0.85,0.690277778,0.793298611,0.008161651,"[0.3333333333333333, '10', '4.0', 3.0, '0.4']",,,,,10,0.556682949,0.793689664,-0.041588916,0.298613835
MS 3 Loci,10,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",40,10,3,3,-0.072520811,1.47035806,2.078093574,0.70755142,2.025,0.103415642,ERROR with this fucntion atm,-3.725,10,1.349375,0.744444444,0.846111111,0.010462963,"[-0.14999999999999977, '10', '4.725', 3.0, '0.4725']",,,,,10,0.638568392,0.902504572,-0.072520811,0.29244858
MS 3 Loci,10,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",40,10,3,3,-0.013395443,1.20029124,1.603246446,0.748662966,2.4,0.073436914,ERROR with this fucntion atm,-2.625,9,0.984375,0.672222222,0.747291667,0.008302469,"[0.5833333333333334, '9', '3.625', 3.0, '0.4027777777777778']",,,,,9,0.546276085,0.729668903,-0.013395443,0.251337034
MS 3 Loci,10,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",40,10,3,3,0.002162288,1.396031491,2.056500735,0.678838314,2.125,0.069103822,ERROR with this fucntion atm,-3.375,10,0.934375,0.729166667,0.850381944,0.007127701,"[0.08333333333333333, '10', '4.375', 3.0, '0.4375']",,,,,10,0.606288773,0.893126921,0.002162288,0.321161686
MS 3 Loci,10,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",40,10,3,3,-0.103565791,1.287586087,1.680152937,0.766350526,2.325,0.02758334,ERROR with this fucntion atm,-2.95,10,0.4975,0.7,0.760243056,0.00212963,"[0.36666666666666653, '10', '3.95', 3.0, '0.395']",,,,,10,0.559191533,0.72968115,-0.103565791,0.233649474
MS 3 Loci,10,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",40,10,3,3,0.033894071,1.425676999,2.041814154,0.698240335,2.05,0.037681836,ERROR with this fucntion atm,-3.45,10,0.5975,0.741666667,0.851180556,0.003325617,"[0.033333333333333215, '10', '4.45', 3.0, '0.445']",,,,,10,0.619163654,0.88674862,0.033894071,0.301759665
MS 3 Loci,10,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",40,10,3,3,0.016378495,1.318760346,1.964301211,0.671363607,2.3,0.078238142,ERROR with this fucntion atm,-3.1,10,0.94,0.704166667,0.835763889,0.00947338,"[0.2666666666666669, '10', '4.1', 3.0, '0.41']",,,,,10,0.572730341,0.853085177,0.016378495,0.328636393
MS 3 Loci,10,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",40,10,3,3,-0.014709222,1.422732423,2.066353186,0.688523352,1.925,0.056348832,ERROR with this fucntion atm,-3.45,10,0.9975,0.740277778,0.854791667,0.003763503,"[0.033333333333333215, '10', '4.45', 3.0, '0.445']",,,,,10,0.617884841,0.897405786,-0.014709222,0.311476648
MS 3 Loci,10,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",40,10,3,3,0.025796559,1.35330478,2.010507259,0.673116087,2.325,0.138932025,ERROR with this fucntion atm,-3.325,9,1.269375,0.7,0.854756944,0.029135802,"[0.11666666666666654, '9', '4.325', 3.0, '0.48055555555555557']",,,,,9,0.615915548,0.915021286,0.025796559,0.326883913
MS 3 Loci,10,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",40,10,3,3,0.14121012,1.273966359,2.120392205,0.600816376,2.4,0.122346014,ERROR with this fucntion atm,-3,10,1.45,0.683333333,0.8684375,0.014845679,"[0.3333333333333333, '10', '4.0', 3.0, '0.4']",,,,,10,0.55327656,0.920874634,0.14121012,0.399183624
MS 3 Loci,10,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",40,10,3,3,0.109213523,1.146125001,1.933814685,0.592675715,2.75,0.134411523,ERROR with this fucntion atm,-2.575,10,1.444375,0.638888889,0.8153125,0.017592593,"[0.6166666666666666, '10', '3.575', 3.0, '0.35750000000000004']",,,,,10,0.497755763,0.839845047,0.109213523,0.407324285
MS 3 Loci,10,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",40,10,3,3,0.007491454,1.37216221,2.12481798,0.645778708,2.325,0.085945929,ERROR with this fucntion atm,-3.35,10,0.9775,0.715277778,0.860868056,0.010522762,"[0.10000000000000024, '10', '4.35', 3.0, '0.43499999999999994']",,,,,10,0.595922476,0.922796724,0.007491454,0.354221292
MS 3 Loci,10,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",40,10,3,3,0.108693073,1.309388093,2.058040335,0.63623053,2.35,0.067079104,ERROR with this fucntion atm,-3.075,10,0.719375,0.7,0.853784722,0.009228395,"[0.2833333333333332, '10', '4.075', 3.0, '0.40750000000000003']",,,,,10,0.568660024,0.893795561,0.108693073,0.36376947
MS 3 Loci,10,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",40,10,3,3,0.01603921,1.484855089,2.16590769,0.685557882,1.85,0.075245082,ERROR with this fucntion atm,-3.725,10,1.199375,0.754166667,0.872430556,0.006155478,"[-0.14999999999999977, '10', '4.725', 3.0, '0.4725']",,,,,10,0.644864372,0.940641758,0.01603921,0.314442118
MS 3 Loci,10,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",40,10,3,3,0.157549638,1.187322962,1.911287778,0.621216216,2.575,0.07751452,ERROR with this fucntion atm,-2.65,9,0.8275,0.659722222,0.823298611,0.011140046,"[0.5666666666666668, '9', '3.65', 3.0, '0.40555555555555556']",,,,,9,0.540373967,0.869864555,0.157549638,0.378783784
MS 3 Loci,10,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",40,10,3,3,0.128550263,1.292710864,2.038155761,0.634255187,2.4,0.105477551,ERROR with this fucntion atm,-3.05,9,1.2975,0.691666667,0.858402778,0.012183642,"[0.3000000000000001, '9', '4.05', 3.0, '0.44999999999999996']",,,,,9,0.588338069,0.927604662,0.128550263,0.365744813
MS 3 Loci,10,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",40,10,3,3,-0.029167109,1.459569983,2.119287755,0.688707788,2,0.043613772,ERROR with this fucntion atm,-3.6,10,0.74,0.75,0.865034722,0.00308642,"[-0.06666666666666643, '10', '4.6', 3.0, '0.45999999999999996']",,,,,10,0.633883189,0.920394978,-0.029167109,0.311292212
MS 3 Loci,10,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",40,10,3,3,0.193499898,1.224924896,1.99846845,0.612931816,2.275,0.075694879,ERROR with this fucntion atm,-2.675,10,0.969375,0.683333333,0.843263889,0.00882716,"[0.5500000000000002, '10', '3.675', 3.0, '0.3675']",,,,,10,0.531978123,0.86792382,0.193499898,0.387068184
MS 3 Loci,10,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",40,10,3,3,-0.067867573,1.305566217,1.815378719,0.719170167,2.475,0.057802356,ERROR with this fucntion atm,-3.1,10,0.79,0.697222222,0.782569444,0.00570216,"[0.2666666666666669, '10', '4.1', 3.0, '0.41']",,,,,10,0.567000204,0.78840896,-0.067867573,0.280829833
MS 3 Loci,10,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",40,10,3,3,0.045122764,1.220564495,1.780434721,0.685542964,2.575,0.134519027,ERROR with this fucntion atm,-2.85,8,1.4775,0.661111111,0.784722222,0.017716049,"[0.4333333333333333, '8', '3.85', 3.0, '0.48125']",,,,,8,0.586967448,0.856208114,0.045122764,0.314457036
MS 3 Loci,10,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",40,10,3,3,0.088661395,1.281922786,1.973416222,0.649595748,2.275,0.070929768,ERROR with this fucntion atm,-2.95,9,0.8975,0.694444444,0.843368056,0.008487654,"[0.36666666666666653, '9', '3.95', 3.0, '0.4388888888888889']",,,,,9,0.583428203,0.898140428,0.088661395,0.350404252
MS 3 Loci,10,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",40,10,3,3,-0.037494346,1.424148248,2.114318703,0.673573121,2.025,0.056489636,ERROR with this fucntion atm,-3.475,10,0.899375,0.738888889,0.859930556,0.004351852,"[0.016666666666666902, '10', '4.475', 3.0, '0.44749999999999995']",,,,,10,0.618499726,0.918236946,-0.037494346,0.326426879
MS 3 Loci,10,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",40,10,3,3,-0.000702021,1.457389782,2.109565636,0.690848276,2.075,0.071057438,ERROR with this fucntion atm,-3.65,10,0.9275,0.743055556,0.866458333,0.007513503,"[-0.10000000000000024, '10', '4.65', 3.0, '0.465']",,,,,10,0.63293634,0.916172715,-0.000702021,0.309151724
MS 3 Loci,10,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",40,10,3,3,0.173913989,1.320176171,2.147899506,0.614635912,2.125,0.090004342,ERROR with this fucntion atm,-3.075,10,1.369375,0.708333333,0.874756944,0.008140432,"[0.2833333333333332, '10', '4.075', 3.0, '0.40750000000000003']",,,,,10,0.573345226,0.932820903,0.173913989,0.385364088
MS 3 Loci,10,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",40,10,3,3,-0.100258201,1.350473129,2.006361145,0.673095735,2.4,0.082688143,ERROR with this fucntion atm,-3.3,10,0.91,0.705555556,0.823229167,0.010679012,"[0.13333333333333344, '10', '4.3', 3.0, '0.43']",,,,,10,0.586503028,0.871351574,-0.100258201,0.326904265
MS 3 Loci,10,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",40,10,3,3,-0.012823855,1.401807718,2.022050167,0.693260603,2.025,0.04626991,ERROR with this fucntion atm,-3.35,9,0.8275,0.736111111,0.861701389,0.00304784,"[0.10000000000000024, '9', '4.35', 3.0, '0.4833333333333333']",,,,,9,0.637990186,0.92027469,-0.012823855,0.306739397
MS 3 Loci,10,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",40,10,3,3,-0.050509739,1.370746384,1.974543452,0.694209278,2.125,0.050657501,ERROR with this fucntion atm,-3.25,9,0.7875,0.725,0.841354167,0.004467593,"[0.16666666666666666, '9', '4.25', 3.0, '0.4722222222222222']",,,,,9,0.623853564,0.898653452,-0.050509739,0.305790722
MS 3 Loci,10,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",40,10,3,3,-0.050958874,1.449433355,2.130500437,0.680325303,2.1,0.054205379,ERROR with this fucntion atm,-3.6,10,0.74,0.743055556,0.867986111,0.005353009,"[-0.06666666666666643, '10', '4.6', 3.0, '0.45999999999999996']",,,,,10,0.629480908,0.925264583,-0.050958874,0.319674697
MS 3 Loci,30,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",40,10,3,3,0.078612153,1.054469752,1.539083947,0.685128159,2.975,0.149183749,ERROR with this fucntion atm,-2.275,6,1.549375,0.605555556,0.732916667,0.020185185,"[0.8166666666666668, '6', '3.275', 3.0, '0.5458333333333333']",,,,,6,0.588510774,0.858979106,0.078612153,0.314871841
MS 3 Loci,30,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",40,10,3,3,0.159284713,1.017519267,1.3538111,0.751596192,3.05,0.084143671,ERROR with this fucntion atm,-2.125,6,0.859375,0.597222222,0.672708333,0.01246142,"[0.9166666666666666, '6', '3.125', 3.0, '0.5208333333333334']",,,,,6,0.567888316,0.755576361,0.159284713,0.248403808
MS 3 Loci,30,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",40,10,3,3,0.0320917,1.208360592,1.505823041,0.802458562,2.05,0.023989286,ERROR with this fucntion atm,-2.5,6,0.35,0.690277778,0.753993056,0.002451775,"[0.6666666666666666, '6', '3.5', 3.0, '0.5833333333333334']",,,,,6,0.674398887,0.840415841,0.0320917,0.197541438
MS 3 Loci,30,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",40,10,3,3,0.478827362,1.127493421,1.262726997,0.892903552,1.975,0.016515572,ERROR with this fucntion atm,-2.125,7,0.309375,0.673611111,0.690625,0.000954861,"[0.9166666666666666, '7', '3.125', 3.0, '0.44642857142857145']",,,,,7,0.579417,0.648913311,0.478827362,0.107096448
MS 3 Loci,30,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",40,10,3,3,0.034029786,1.258053505,1.948089161,0.645788463,2.6,0.125384641,ERROR with this fucntion atm,-2.975,9,1.374375,0.675,0.8315625,0.015979938,"[0.3499999999999999, '9', '3.975', 3.0, '0.44166666666666665']",,,,,9,0.572564825,0.886613586,0.034029786,0.354211537
MS 3 Loci,30,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",40,10,3,1.5,0,0.636514168,0.636514168,1,4,0,ERROR with this fucntion atm,-1,2,0,0.444444444,0.444444444,3.08E-33,"[-1.0, '2', '2.0', 1.0, '1.0']",,,,,3,0.579380164,0.918295834,0,0.369070246
MS 3 Loci,30,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",40,10,3,3,-0.072459971,1.341213802,1.748524656,0.767054555,1.875,0.066596126,ERROR with this fucntion atm,-3.05,10,1.2475,0.725,0.780798611,0.003850309,"[0.3000000000000001, '10', '4.05', 3.0, '0.40499999999999997']",,,,,10,0.582481753,0.75937461,-0.072459971,0.232945445
MS 3 Loci,30,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",40,10,3,3,-0.087694539,1.225689272,1.430383644,0.856895475,2,0.042573475,ERROR with this fucntion atm,-2.55,7,0.7975,0.697222222,0.7225,0.00246142,"[0.6333333333333334, '7', '3.55', 3.0, '0.5071428571428571']",,,,,7,0.629879685,0.735071784,-0.087694539,0.143104525
MS 3 Loci,30,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",40,10,3,3,0.115044248,0.746262472,0.953468845,0.782681548,3.75,0.085380504,ERROR with this fucntion atm,-1.35,6,0.8775,0.484722222,0.523055556,0.011417824,"[1.4333333333333333, '6', '2.35', 3.0, '0.39166666666666666']",,,,,6,0.416497016,0.532141094,0.115044248,0.217318452
MS 3 Loci,30,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",40,10,3,3,-0.047543466,0.897860186,1.091176949,0.822836467,3.25,0.105876476,ERROR with this fucntion atm,-1.75,4,0.8875,0.55,0.607361111,0.017098765,"[0.25, '4', '2.75', 2.0, '0.6875']",,,,,6,0.501105311,0.787117787,-0.047543466,0.363366805
MS 3 Loci,30,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",40,10,3,3,0.037997474,1.260346631,1.546321233,0.815061324,2,0.027225671,ERROR with this fucntion atm,-2.7,8,0.51,0.705555556,0.751597222,0.001574074,"[0.5333333333333332, '8', '3.7', 3.0, '0.4625']",,,,,8,0.606098611,0.743623325,0.037997474,0.184938676
MS 3 Loci,30,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",40,10,3,3,-0.17989418,1.243017951,1.327050358,0.936677304,2,0.012511797,ERROR with this fucntion atm,-2.625,4,0.234375,0.701388889,0.721354167,0.00072338,"[-0.625, '4', '3.625', 2.0, '0.90625']",,,,,6,0.693741528,0.957264485,-0.17989418,0.275287511
MS 3 Loci,30,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",40,10,3,1.5,0,1.098612289,1.098612289,1,2,0,ERROR with this fucntion atm,-2,3,0,0.666666667,0.666666667,0,"[0.0, '3', '3.0', 2.0, '1.0']",,,,,3,1,1,0,0
MS 3 Loci,30,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",40,10,3,1.5,0,1.098612289,1.098612289,1,2,0,ERROR with this fucntion atm,-2,3,0,0.666666667,0.666666667,0,"[0.0, '3', '3.0', 2.0, '1.0']",,,,,3,1,1,0,0
MS 3 Loci,30,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",40,10,3,3,-0.002159827,1.351237504,1.876122127,0.720228969,2.3,0.096765858,ERROR with this fucntion atm,-3.25,8,1.2375,0.711111111,0.819861111,0.010833333,"[0.16666666666666666, '8', '4.25', 3.0, '0.53125']",,,,,8,0.649807882,0.90222403,-0.002159827,0.279771031
MS 3 Loci,30,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",40,10,3,3,0.20952381,1.167927007,1.349792396,0.865264177,2,0.027225671,ERROR with this fucntion atm,-2.3,5,0.51,0.683333333,0.715277778,0.001574074,"[0.8000000000000002, '5', '3.3', 3.0, '0.6599999999999999']",,,,,6,0.651832473,0.83867317,0.20952381,0.222781297
MS 3 Loci,30,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",40,10,3,3,0.07676869,1.260346631,1.812311972,0.695435803,2.45,0.144669741,ERROR with this fucntion atm,-2.925,7,1.669375,0.680555556,0.819236111,0.018016975,"[0.38333333333333347, '7', '3.925', 3.0, '0.5607142857142857']",,,,,7,0.647690044,0.931344118,0.07676869,0.304564197
MS 3 Loci,30,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",40,10,3,3,0.224544057,1.145473551,1.330884331,0.860686029,2.175,0.015070811,ERROR with this fucntion atm,-2.275,5,0.249375,0.670833333,0.708125,0.00175733,"[-0.2749999999999999, '5', '3.275', 2.0, '0.655']",,,,,6,0.639300961,0.826924929,0.224544057,0.226893592
MS 3 Loci,30,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",40,10,3,1.5,0,1.098612289,1.098612289,1,2,0,ERROR with this fucntion atm,-2,3,0,0.666666667,0.666666667,0,"[0.0, '3', '3.0', 2.0, '1.0']",,,,,3,1,1,0,0
MS 3 Loci,30,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",40,10,3,3,0.065648551,1.1439448,1.347281226,0.84907648,2.425,0.036999573,ERROR with this fucntion atm,-2.375,5,0.534375,0.659722222,0.712777778,0.004658565,"[0.75, '5', '3.375', 3.0, '0.675']",,,,,6,0.638447749,0.837112892,0.065648551,0.237321806
